Trail_name,Difficulty,Average_rating,number_of_reviews,Length,description,Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,Length (in km),City,State,Country,Best_Season,tags_list
Great Himalayan Lakes,Hard,5.0,2,Length: 67.8 km,"This is a beautiful trek in the Pir Panjal Range of the Himalayas that takes one to the many different alpine lakes of this region. These lakes are pretty hidden, therefore leaving them unscathed from anthropogenic activities. These lakes are some of the perfect examples of how amazing mother nature is and how magical nature can be if left as it is. Spectacular views are on offer especially the change from verdant green environments to the snowy, rocky terrain of higher altitudes. Along with...","Camping, Bird watching, Hiking, Walking, Backpacking, Forest, Lake, River, Views, Wildflowers, Wildlife, Scramble, Rocky, Snow",1338.34952,33.9985966,74.5309925,14.4,2.1,329.0,3.0,67.8,Khag,Jammu and Kashmir,India,May - October,"['camping', 'bird watching', 'hiking', 'walking', 'backpacking', 'forest', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'scramble', 'rocky', 'snow']"
Rajghundha - Plachek Trail,Moderate,4.7,4,Length: 14.5 kmEst. 4h 22m,Trek to Plachek from Rajghundha is an undivided hike for adventure enthusiasts and nature lovers. The clouds above the peaks around endeavored to adieu for the day with their colors changing by vibrant rays of the setting sun. The serene valley witnessed the riot of colors in the sky. The view from the Rajghundha peak is magnificiant and one can see the snow-clad Dhauladhar ranges and mesmerizing patterns of mountains all over. The trail is robust of biodiversity with rich in flora and fauna....,"Camping, Bird watching, Hiking, Backpacking, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Rocky",262.0,32.2530544,76.899418,15.4,8.0,188.0,3.0,14.5,Multhan,Himachal Pradesh,India,"April - June, September - November","['camping', 'bird watching', 'hiking', 'backpacking', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky']"
Victoria Memorial Trail,Easy,4.0,2,Length: 2.1 kmEst. 25m,"The Victoria Memorial is located in the heart of Kolkata, in West Bengal, and one of the relics of Britishers in India. This white marbled opulent structure was built in memory of Queen Victoria to celebrate her 25 years of rule over India and is almost a replica of the Victoria Memorial in London. Victoria Memorial is an iconic structure that is synonymous with the city of joy. 
The memorial is surrounded by lush green and a well-maintained garden has numerous statues and sculptures in it....","Hiking, Walking, Kid friendly, Paved, Lake, Wildflowers, Historic site, City walk, Fee",62.98542837,22.5726459,88.3638953,32.5,4.0,185.0,3.0,2.1,Kolkata,West Bengal,India,October - March,"['hiking', 'walking', 'kid friendly', 'paved', 'lake', 'wildflowers', 'historic site', 'city walk', 'fee']"
Indira Park Trail,Easy,4.8,5,Length: 1.9 kmEst. 30m,"Indira Park is situated near Lower Tank Bund Road near the famous Hussain Sagar Lake, located in the center of Hyderabad. The park has been named after former Prime Minister of the country, Mrs. Indira Gandhi. Amongst the oldest parks in Hyderabad, Indira Park is also one of the most popular tourist spots in the city, frequented by children, adults as well as elderly people. 
Even though it is located in the middle of the city, it is still quite idyllic and tranquil, where one can spend some...","Bird watching, Fishing, Running, Walking, Kid friendly, Paved, Lake, Views, Waterfall, Wildflowers, Wildlife, Historic site, Fee",59.10304149,17.360589,78.4740613,27.1,14.3,282.0,80.0,1.9,Hyderabad,Telangana,India,All Year,"['bird watching', 'fishing', 'running', 'walking', 'kid friendly', 'paved', 'lake', 'views', 'waterfall', 'wildflowers', 'wildlife', 'historic site', 'fee']"
Barsu - Dayara Bugyal,Hard,4.6,3,Length: 17.7 km,"Dayara Bugyal is one of the most magnificent alpine meadows in the Himalayas. The locals call it ""BUGYAL,"" which means ""High Altitude Pasture Land"" in their dialect. The Dayara Bugyal trail in Uttarakhand is renowned for its stunning beauty and breathtaking views of the highland meadows. At an elevation of over 10,000 feet, it's located in the Uttarkashi District and has become a popular hiking route for many people in Uttarakhand. It's truly a magical experience to trek through thick forests...","Camping, Bird watching, Hiking, Snowshoeing, Walking, Backpacking, Forest, Lake, River, Views, Wildflowers, Wildlife, Scramble, Overgrown, Snow",365.8116055,30.9943684,78.9398699,22.0,7.1,240.0,3.0,17.7,Gangotri,Uttarakhand,India,"March - June, September - November","['camping', 'bird watching', 'hiking', 'snowshoeing', 'walking', 'backpacking', 'forest', 'lake', 'river', 'views', 'wildflowers', 'wildlife', 'scramble', 'overgrown', 'snow']"
Rumsu - Pulga,Moderate,4.0,2,Length: 4.3 kmEst. 1h 23m,,"Bird watching, Hiking, Snowshoeing, Walking, Forest, Views, Wildflowers, Wildlife, Snow",83.0,31.9578974,77.1089232,22.6,0.5,225.0,3.0,4.3,Kullu,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'hiking', 'snowshoeing', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'snow']"
Mehrangarh Fort,Moderate,4.0,2,Length: 2.1 kmEst. 39m,"Mehrangarh Fort is a magnificent historical fort located in Jodhpur, Rajasthan, India. It boasts a rich and fascinating heritage dating back to the 15th century, and its massive size and imposing presence atop a hill offer breathtaking panoramic views of the surrounding plains. The fort complex is a true masterpiece of architecture, with seven grand gates, including the awe-inspiring Jai Pol and Fattehpol entrances that are a sight to behold.
Visitors can embark on an unforgettable journey...","Walking, Paved, Views, Historic site",62.98542837,26.2967719,73.0351433,28.0,10.2,231.0,3.0,2.1,Jodhpur,Rajasthan,India,All Year,"['walking', 'paved', 'views', 'historic site']"
Thamri Kund,Moderate,4.1,3,Length: 4.5 kmEst. 1h 32m,"This is one of the less explored trails in the Munsyari region of Uttarakhand. It is a location filled with serenity and tranquility giving the needed rejuvenation for anyone who visits this lake. Thamri Kund is green almost throughout the year, although during few months, this whole location is filled with snow, and hence one should be prepared for that. The change from lush green to snowy white is just breathtaking and is something that everyone should experience. This location is highly...","Hiking, Snowshoeing, Walking, Forest, Lake, Views, Wildflowers, Wildlife, Historic site, Rocky, Snow",92.0,30.06546,80.23453,16.8,3.8,197.0,3.0,4.5,Munsyari,Uttarakhand,India,"March - June, September - November","['hiking', 'snowshoeing', 'walking', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'historic site', 'rocky', 'snow']"
Arulmigu Nainamalai Varadaraja Perumal Temple,Moderate,4.7,5,Length: 2.4 kmEst. 2h 0m,"Arulmigu Nainamalai Varadaraja Perumal Temple is an ancient temple built on top of a hill. It is believed that Naina Rishi one of the famous sages performed penance at this location. There is one temple at the bottom from where the hike begins and on the top, there is another one where the sage performed his penance. Spectacular views can be seen from the top, lush green surroundings that are highly diverse with some of the most dramatic skies ever. Many butterflies and birds can be spotted...","Hiking, Walking, Partially paved, Forest, Views, Wildflowers, Wildlife, Historic site",120.0,11.3033889,78.118604,30.4,16.2,257.0,3.0,2.4,Namakkal,Tamil Nadu,India,November - February,"['hiking', 'walking', 'partially paved', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site']"
Pali Bhutivali Dam,Easy,5.0,1,Length: 3.9 kmEst. 1h 2m,"Pali Bhutivali Dam is a beautiful dam in the vicinity of Diksal town in the Matheran district. Spectacular views make up the surroundings of this location which are vibrant green with Shayadris all around, it is a stunning sight to behold. This dam was built in the year 1980 and since then has been one of the top locations for tourists in this region to come and bask in the magical views. 
Trailhead for this particular trail lies by the Bivpuri Road Railway station, which can be reached...","Bird watching, Hiking, Walking, Kid friendly, Partially paved, Lake, Views, City walk",62.0,18.9127655,73.3228202,27.4,5.9,223.0,80.0,3.9,Karjat,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'kid friendly', 'partially paved', 'lake', 'views', 'city walk']"
Naneghat - Jivdhan Fort,Moderate,5.0,2,Length: 6.0 km,"Jivdhan, also known as Jeevdhan, is a hillfort located near Ghatgar and the amazing Naneghat Pass. Spectacular views and landscapes make up the visuals of this location, which are a mix of green and arid with rolling hills of the Shayadris. The trek to the fort is challenging, especially because of the last part, where one has to rock climb, most of the equipment is available and can be hired. 
The trailhead for this particular trail lies by Naneghat Parking, which can be reached via various...","Hiking, Walking, Views, Historic site, Scramble",138.6919726,19.257118,73.3907493,27.8,5.6,230.0,80.0,6.0,Murbad,Maharashtra,India,October - February,"['hiking', 'walking', 'views', 'historic site', 'scramble']"
Triund Hill - Indrahar Pass Trail,Hard,5.0,1,Length: 5.3 kmEst. 3h 32m,,"Camping, Bird watching, Hiking, Backpacking, Cave, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Rocky",212.0,32.2052511,76.3250598,25.6,1.8,53.0,3.0,5.3,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['camping', 'bird watching', 'hiking', 'backpacking', 'cave', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'rocky']"
Kondarangi Malai,Moderate,4.0,4,Length: 2.3 km,"Kondarangi Malai also known as Kondarangi Hills, is a beautiful hill located in Kondarangi Keernaur. Spectacular views of landscapes, rolling hills, and green environments make up the landscapes of this location that are not only green but highly biodiverse as well with many different species of animals, birds, and plants to explore and observe. 
The trailhead for this particular trail lies by Mallikarjuna Swamy Temple, which lies right at the base of the Kondarangi Hills which can be...","Hiking, Walking, Views, Wildflowers, Wildlife, Scramble, Rocky",66.86781526,10.4851135,77.7460054,27.4,8.6,292.0,3.0,2.3,Oddanchatram,Tamil Nadu,India,November - February,"['hiking', 'walking', 'views', 'wildflowers', 'wildlife', 'scramble', 'rocky']"
Lohagad - Bhaja Caves via Visapur Fort,Hard,4.5,2,Length: 15.0 km,"This is a beautiful trail that lies in the Lonavala region that takes one to three different sites of historical importance. Bhaja Caves, Visapur Fort, and the Lohagad Fort. This trail begins from Lohagad Forts, one of the forts of this region, and then it further moves on to Visapur Fort, these were under the rule of Maratha rulers until they were captured by the Britishers in 1818. 
Further ahead, Bhaja Caves are ancient cave systems that date back to almost the 2nd century BCE. These...","Bird watching, Hiking, Walking, Cave, Forest, Views, Wildflowers, Wildlife, Historic site, Scramble, Rocky",313.3993825,18.7669374,73.5524324,24.5,7.3,259.0,3.0,15.0,Kamshet,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'cave', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'rocky']"
Secto 28 - Sultanpur,Hard,4.6,14,Length: 35.9 km,"This is a cycling route in the city of Chandigarh. It begins from Sector 28, nearby Himachal Bhawan, and takes one to Sultanpur and then back, it is pretty much straight following the Madhya Marg. This is a fully paved trail with no tricky sections as such. However, it is recommended to traverse on this path during the morning time only as it becomes pretty busy during the daytime with a lot of traffic, not only that it becomes pretty warm as well during the daytime (during the summer months...","Road biking, Paved, City walk, No shade",719.1088121,30.7334421,76.7797143,25.5,2.4,153.0,3.0,35.9,Chandigarh,Chandigarh,India,All Year,"['road biking', 'paved', 'city walk', 'no shade']"
Shivaji Park Loop,Easy,4.7,4,Length: 1.1 kmEst. 15m,"This is a stunning walking and running path located in the midst of the bustling city of Mumbai. Due to its proximity to the Arabian Sea, one can enjoy breathtaking views during early morning walks, runs, and yoga sessions. The area is also great for children to play and for a small picnic.
This trail begins just a few meters away from the Oceana Apartments at Keluskar Road which can be reached via various modes of transports such as buses, taxis, cabs, or private vehicles.","Hiking, Running, Walking, Kid friendly, Partially paved, Views",43.57349394,19.054999,72.8692035,27.3,11.7,236.0,80.0,1.1,Mumbai,Maharashtra,India,October - February,"['hiking', 'running', 'walking', 'kid friendly', 'partially paved', 'views']"
